smiles,similarity_score,prediction,final_score
COC(=O)c1c(C)c2c(c(C)c1O)OC(=O)c1c(C)c(Cl)c(O)c(Cl)c1O2,0.10344827586206896,0.99844956,0.10328788551724137
COC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,0.10416666666666667,0.9913999,0.10327082291666667
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,0.1044776119402985,0.9873065,0.10315142537313432
COC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O,0.09803921568627451,1.0515002,0.10308825490196079
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,0.10344827586206896,0.99593973,0.10302824793103449
CC1CCC2(C)C(C=O)=CCCC2C1(C)CC1OC(O)C(=O)C12CO2,0.11764705882352941,0.8751758,0.1029618588235294
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].[K+],0.12698412698412698,0.8103514,0.10290176507936508
CC(=O)OC1CC2CC(OC(C)=O)C3(C)C(CCC4(C)C(c5ccoc5)OC(OC(C)=O)C5OC543)C2(C)C(OC(C)=O)C1,0.1,1.0272273,0.10272273000000001
CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Na+],0.1,1.0270622,0.10270622000000001
CC(=O)Oc1c(C)cccc1C(=O)O,0.10638297872340426,0.9653037,0.1026918829787234
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,0.09836065573770492,1.0436105,0.1026502131147541
